,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Stratification2,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
451484,2009,2011,AK,Alaska,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH3_0,CRDPREV,OVERALL,OVR
451513,2009,2011,IA,Iowa,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH3_0,CRDPREV,OVERALL,OVR
452572,2009,2011,ME,Maine,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,9.4,9.4,,,7.5,11.7,Overall,Overall,,POINT (-68.98503133599962 45.254228894000505),23,MTH,MTH3_0,CRDPREV,OVERALL,OVR
452824,2009,2011,CO,Colorado,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,9.9,9.9,,,8.2,11.8,Overall,Overall,,POINT (-106.13361092099967 38.843840757000464),8,MTH,MTH3_0,CRDPREV,OVERALL,OVR
452843,2009,2011,SD,South Dakota,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH3_0,CRDPREV,OVERALL,OVR
452860,2009,2011,TX,Texas,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH3_0,CRDPREV,OVERALL,OVR
453423,2009,2011,KY,Kentucky,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-84.77497104799966 37.645970271000465),21,MTH,MTH3_0,CRDPREV,OVERALL,OVR
453483,2009,2011,OK,Oklahoma,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,14.9,14.9,,,12.2,18.1,Overall,Overall,,POINT (-97.52107021399968 35.47203135600046),40,MTH,MTH3_0,CRDPREV,OVERALL,OVR
453820,2009,2011,AL,Alabama,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-86.63186076199969 32.84057112200048),1,MTH,MTH3_0,CRDPREV,OVERALL,OVR
453846,2009,2011,NC,North Carolina,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH3_0,CRDPREV,OVERALL,OVR
453922,2009,2011,GU,Guam,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (144.793731 13.444304),66,MTH,MTH3_0,CRDPREV,OVERALL,OVR
454165,2009,2011,VT,Vermont,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,9.7,9.7,,,8.1,11.7,Overall,Overall,,POINT (-72.51764079099962 43.62538123900049),50,MTH,MTH3_0,CRDPREV,OVERALL,OVR
454381,2009,2011,ID,Idaho,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-114.3637300419997 43.682630005000476),16,MTH,MTH3_0,CRDPREV,OVERALL,OVR
454819,2009,2011,OH,Ohio,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-82.40426005599966 40.06021014100048),39,MTH,MTH3_0,CRDPREV,OVERALL,OVR
455006,2009,2011,WV,West Virginia,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,13.5,13.5,,,11.5,15.7,Overall,Overall,,POINT (-80.71264013499967 38.66551020200046),54,MTH,MTH3_0,CRDPREV,OVERALL,OVR
455109,2009,2011,ND,North Dakota,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH3_0,CRDPREV,OVERALL,OVR
455319,2009,2011,CA,California,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-120.99999953799971 37.63864012300047),6,MTH,MTH3_0,CRDPREV,OVERALL,OVR
456272,2009,2011,DE,Delaware,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-75.57774116799965 39.008830667000495),10,MTH,MTH3_0,CRDPREV,OVERALL,OVR
456450,2009,2011,IL,Illinois,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-88.99771017799969 40.48501028300046),17,MTH,MTH3_0,CRDPREV,OVERALL,OVR
456612,2009,2011,TN,Tennessee,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH3_0,CRDPREV,OVERALL,OVR
456635,2009,2011,US,United States,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,59,MTH,MTH3_0,CRDPREV,OVERALL,OVR
456812,2009,2011,MD,Maryland,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,7.3,7.3,,,5.5,9.5,Overall,Overall,,POINT (-76.60926011099963 39.29058096400047),24,MTH,MTH3_0,CRDPREV,OVERALL,OVR
457494,2009,2011,VI,Virgin Islands,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-64.896335 18.335765),78,MTH,MTH3_0,CRDPREV,OVERALL,OVR
457604,2009,2011,KS,Kansas,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-98.20078122699965 38.34774030000045),20,MTH,MTH3_0,CRDPREV,OVERALL,OVR
457629,2009,2011,HI,Hawaii,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,6.9,6.9,,,5.5,8.7,Overall,Overall,,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH3_0,CRDPREV,OVERALL,OVR
457980,2009,2011,NE,Nebraska,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,10.5,10.5,,,8.8,12.4,Overall,Overall,,POINT (-99.36572062299967 41.6410409880005),31,MTH,MTH3_0,CRDPREV,OVERALL,OVR
458184,2009,2011,NY,New York,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,9.8,9.8,,,7.7,12.3,Overall,Overall,,POINT (-75.54397042699964 42.82700103200045),36,MTH,MTH3_0,CRDPREV,OVERALL,OVR
458627,2009,2011,UT,Utah,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,15.3,15.3,,,13.3,17.5,Overall,Overall,,POINT (-111.58713063499971 39.360700171000474),49,MTH,MTH3_0,CRDPREV,OVERALL,OVR
459129,2009,2011,MA,Massachusetts,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-72.08269067499964 42.27687047000046),25,MTH,MTH3_0,CRDPREV,OVERALL,OVR
459321,2009,2011,MO,Missouri,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,12.1,12.1,,,10.1,14.4,Overall,Overall,,POINT (-92.56630005299968 38.635790776000476),29,MTH,MTH3_0,CRDPREV,OVERALL,OVR
459358,2009,2011,PR,Puerto Rico,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-66.590149 18.220833),72,MTH,MTH3_0,CRDPREV,OVERALL,OVR
459483,2009,2011,AZ,Arizona,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-111.76381127699972 34.865970280000454),4,MTH,MTH3_0,CRDPREV,OVERALL,OVR
459976,2009,2011,PA,Pennsylvania,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,10.3,10.3,,,8.4,12.5,Overall,Overall,,POINT (-77.86070029399963 40.79373015200048),42,MTH,MTH3_0,CRDPREV,OVERALL,OVR
460091,2009,2011,MN,Minnesota,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,8.4,8.4,,,6.8,10.2,Overall,Overall,,POINT (-94.79420050299967 46.35564873600049),27,MTH,MTH3_0,CRDPREV,OVERALL,OVR
460351,2009,2011,RI,Rhode Island,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,10.3,10.3,,,8.5,12.5,Overall,Overall,,POINT (-71.52247031399963 41.70828019300046),44,MTH,MTH3_0,CRDPREV,OVERALL,OVR
460372,2009,2011,DC,District of Columbia,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-77.036871 38.907192),11,MTH,MTH3_0,CRDPREV,OVERALL,OVR
460778,2009,2011,WI,Wisconsin,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,10.3,10.3,,,8.2,12.9,Overall,Overall,,POINT (-89.81637074199966 44.39319117400049),55,MTH,MTH3_0,CRDPREV,OVERALL,OVR
529398,2020,2020,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,-,No data available,,,Gender,Male,,POINT (-64.896335 18.335765),78,MTH,MTH1_0,MEAN,GENDER,GENM
529427,2014,2014,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,BLK
529508,2021,2021,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.7,6.7,,,4.9,8.6,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,RACE,HIS
529553,2015,2015,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,,2.9,6.0,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,RACE,MRC
529570,2019,2019,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.8,12.8,,,9.5,17.0,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,WHT
529617,2012,2012,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.3,2.3,,,1.9,2.7,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
529687,2016,2016,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,4.2,,,2.9,5.6,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
529695,2019,2019,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.6,,,3.7,5.4,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
529790,2021,2021,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-86.63186076199969 32.84057112200048),1,MTH,MTH2_0,CRDPREV,RACE,OTH
529795,2016,2016,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,OTH
529796,2011,2011,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,,3.1,4.3,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,GENDER,GENF
529799,2020,2020,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.4,,,3.8,5.0,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
529849,2017,2017,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.5,,,2.6,6.3,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,RACE,MRC
529881,2021,2021,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.5,,,3.6,5.4,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,RACE,OTH
529888,2011,2011,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,,,2.1,6.5,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,RACE,HIS
529901,2013,2013,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,,,2.2,4.3,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
529905,2013,2013,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,,,3.4,4.3,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,GENDER,GENF
529922,2011,2011,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,BLK
529987,2017,2017,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,MRC
529998,2014,2014,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.6,2.6,,,1.9,3.2,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
530205,2011,2011,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,HIS
530332,2014,2014,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,3.1,,,2.7,3.4,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,OVERALL,OVR
530379,2020,2020,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,,1.9,6.8,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,RACE,HIS
530425,2013,2013,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,HIS
530474,2014,2014,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,RACE,BLK
530593,2018,2018,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
530608,2016,2016,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
530707,2013,2013,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,3.0,,,2.7,3.3,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
530731,2018,2018,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,BLK
530909,2018,2018,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,,,3.3,4.2,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,OVERALL,OVR
530959,2012,2012,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,4.1,,,3.6,4.6,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
530995,2016,2016,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.5,,,3.0,4.0,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,OVERALL,OVR
531049,2012,2012,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,,,2.9,3.5,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,OVERALL,OVR
531097,2011,2011,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.8,,,2.4,3.2,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
531100,2020,2020,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,3.0,,,2.3,3.7,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
531160,2018,2018,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,OTH
531258,2013,2013,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,3.1,,,2.8,3.4,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,OVERALL,OVR
531279,2021,2021,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.5,4.5,,,4.2,4.9,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
531318,2015,2015,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,RACE,HIS
531376,2018,2018,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,,2.3,4.0,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
531439,2017,2017,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,RACE,BLK
531463,2012,2012,AK,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.7,14.7,,,11.6,18.4,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH2_0,CRDPREV,OVERALL,OVR
