,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Stratification2,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
531192,2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,39.7,39.7,,,29.7,50.7,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,MRC
531195,2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,37.0,37.0,,,33.3,40.8,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENF
531259,2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,29.6,29.6,,,27.3,32.1,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,WHT
531287,2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,30.1,30.1,,,18.6,44.8,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,MRC
531323,2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,33.0,33.0,,,30.0,36.0,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,WHT
531434,2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,36.0,36.0,,,33.1,39.0,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,WHT
531446,2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,38.8,38.8,,,30.9,47.3,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,OTH
531457,2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,35.5,35.5,,,32.3,38.9,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENM
531555,2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,34.5,34.5,,,32.3,36.8,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,WHT
531633,2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,34.2,34.2,,,21.2,50.1,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,HIS
531794,2021,2021,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,45.2,45.2,,,42.9,47.6,Race/Ethnicity,"White, non-Hispanic",,POINT (-86.63186076199969 32.84057112200048),1,IMM,IMM1_0,CRDPREV,RACE,WHT
531884,2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,35.9,35.9,,,25.7,47.5,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,HIS
531892,2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,32.0,32.0,,,29.8,34.3,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,WHT
531924,2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,36.0,36.0,,,29.9,42.7,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,OTH
532012,2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,34.4,34.4,,,32.3,36.6,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,WHT
532052,2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,31.9,31.9,,,29.3,34.6,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,GENDER,GENF
532074,2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,19.2,19.2,,,12.3,28.7,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,MRC
532231,2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,39.2,39.2,,,36.1,42.5,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,WHT
532374,2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,36.6,36.6,,,34.0,39.4,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,GENDER,GENF
532376,2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,41.5,41.5,,,39.5,43.6,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,OVERALL,OVR
532400,2021,2021,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,38.6,38.6,,,36.6,40.5,Overall,Overall,,POINT (-86.63186076199969 32.84057112200048),1,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR
532474,2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,34.3,34.3,,,29.0,40.1,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,OTH
532622,2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,34.2,34.2,,,23.9,46.3,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,HIS
532624,2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,35.6,35.6,,,32.6,38.8,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENF
532665,2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,34.5,34.5,,,31.6,37.6,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,WHT
532759,2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,34.2,34.2,,,31.2,37.2,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,OVERALL,OVR
532794,2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,34.4,34.4,,,29.9,39.3,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,OTH
532889,2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,37.0,37.0,,,31.8,42.5,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,OTH
532924,2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,33.1,33.1,,,29.2,37.2,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,GENDER,GENM
532935,2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,BLK
533159,2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,39.0,39.0,,,33.7,44.7,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,OTH
533192,2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,36.7,36.7,,,33.0,40.4,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENF
533231,2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,34.4,34.4,,,31.0,37.9,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,GENDER,GENM
533235,2021,2021,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,35.9,35.9,,,22.5,52.0,Race/Ethnicity,"Other, non-Hispanic",,POINT (-86.63186076199969 32.84057112200048),1,IMM,IMM1_0,CRDPREV,RACE,OTH
533239,2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,BLK
533282,2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,33.8,33.8,,,31.3,36.4,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,OVERALL,OVR
533314,2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,35.8,35.8,,,32.9,39.0,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,WHT
533585,2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,34.1,34.1,,,30.4,38.1,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENM
533633,2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,31.1,31.1,,,27.9,34.6,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENM
533729,2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,33.8,33.8,,,31.0,36.8,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENM
533775,2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,BLK
533821,2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,34.8,34.8,,,31.0,38.8,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,GENDER,GENM
533824,2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,BLK
533865,2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,41.9,41.9,,,35.9,48.3,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,OTH
533968,2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,48.0,48.0,,,35.4,60.8,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,BLK
533986,2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,35.1,35.1,,,29.9,40.7,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,OTH
533999,2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,20.5,20.5,,,12.8,31.1,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,HIS
534179,2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,34.7,34.7,,,30.6,39.1,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENF
534313,2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,31.3,31.3,,,28.1,34.8,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENM
534321,2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,27.5,27.5,,,19.2,37.8,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,HIS
534399,2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,38.3,38.3,,,35.1,41.6,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,WHT
534437,2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,32.3,32.3,,,29.7,35.0,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENF
534515,2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,38.7,38.7,,,31.9,45.9,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,OTH
534602,2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,43.6,43.6,,,39.9,47.4,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,GENDER,GENF
534614,2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,HIS
534684,2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,37.0,37.0,,,34.4,39.7,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENF
534716,2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,37.5,37.5,,,31.8,43.6,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,OTH
534717,2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,35.6,35.6,,,28.8,43.2,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,OTH
534743,2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,BLK
534856,2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,38.4,38.4,,,32.6,44.6,Race/Ethnicity,"Other, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,RACE,OTH
534880,2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,44.5,44.5,,,41.6,47.6,Gender,Female,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,GENDER,GENF
535028,2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,49.6,49.6,,,34.6,64.7,Race/Ethnicity,"Black, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,CRDPREV,RACE,BLK
535144,2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,34.8,34.8,,,31.4,38.3,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM1_0,AGEADJPREV,GENDER,GENM
