,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Stratification2,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
503958,2017,2017,AR,Arkansas,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-92.27449074299966 34.74865012400045),5,RPH,RPH3_0,CRDPREV,OVERALL,OVR
503960,2017,2017,NC,North Carolina,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.5,92.5,,,85.7,96.2,Race/Ethnicity,"Black, non-Hispanic",,POINT (-79.15925046299964 35.466220975000454),37,RPH,RPH2_0,CRDPREV,RACE,BLK
503962,2019,2019,RI,Rhode Island,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-71.52247031399963 41.70828019300046),44,RPH,RPH2_0,CRDPREV,RACE,MRC
503966,2019,2019,ND,North Dakota,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,94.3,94.3,,,91.3,96.3,Race/Ethnicity,"White, non-Hispanic",,POINT (-100.11842104899966 47.47531977900047),38,RPH,RPH2_0,CRDPREV,RACE,WHT
503970,2018,2018,AK,Alaska,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,14.3,14.3,,,10.9,18.5,Race/Ethnicity,American Indian or Alaska Native,,POINT (-147.72205903599973 64.84507995700051),2,RPH,RPH3_0,CRDPREV,RACE,AIAN
503976,2013,2013,PR,Puerto Rico,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-66.590149 18.220833),72,RPH,RPH2_0,CRDPREV,OVERALL,OVR
503982,2015,2015,NM,New Mexico,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-106.24058098499967 34.52088095200048),35,RPH,RPH2_0,CRDPREV,RACE,BLK
503987,2018,2018,VA,Virginia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,83.6,83.6,,,72.3,90.9,Race/Ethnicity,"Black, non-Hispanic",,POINT (-78.45789046299967 37.54268067400045),51,RPH,RPH2_0,CRDPREV,RACE,BLK
503992,2012,2012,MN,Minnesota,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,87.5,87.5,,,74.5,94.3,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-94.79420050299967 46.35564873600049),27,RPH,RPH2_0,CRDPREV,RACE,MRC
503994,2018,2018,MN,Minnesota,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.2,92.2,&,"Less than 60 respondents, interpret with caution",81.8,96.9,Race/Ethnicity,Hispanic,,POINT (-94.79420050299967 46.35564873600049),27,RPH,RPH2_0,CRDPREV,RACE,HIS
503996,2014,2014,MO,Missouri,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,POINT (-92.56630005299968 38.635790776000476),29,RPH,RPH2_0,CRDPREV,RACE,API
503998,2019,2019,AK,Alaska,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.8,92.8,,,89.4,95.1,Race/Ethnicity,"White, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,RPH,RPH2_0,CRDPREV,RACE,WHT
504005,2016,2016,IA,Iowa,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,86.3,86.3,,,82.1,89.6,Race/Ethnicity,"Black, non-Hispanic",,POINT (-93.81649055599968 42.46940091300047),19,RPH,RPH2_0,CRDPREV,RACE,BLK
504008,2013,2013,IN,Indiana,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-86.14996019399968 39.766910452000445),18,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504010,2017,2017,IA,Iowa,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-93.81649055599968 42.46940091300047),19,RPH,RPH2_0,CRDPREV,RACE,MRC
504012,2019,2019,AK,Alaska,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,93.8,93.8,,,83.2,97.9,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,RPH,RPH2_0,CRDPREV,RACE,HIS
504014,2019,2019,GA,Georgia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,82.9,82.9,,,72.0,90.1,Race/Ethnicity,Hispanic,,POINT (-83.62758034599966 32.83968109300048),13,RPH,RPH2_0,CRDPREV,RACE,HIS
504015,2019,2019,OR,Oregon,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,93.2,93.2,,,91.6,94.5,Overall,Overall,,POINT (-120.15503132599969 44.56744942400047),41,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504030,2012,2012,OH,Ohio,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,90.5,90.5,&,"Less than 60 respondents, interpret with caution",77.2,96.4,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-82.40426005599966 40.06021014100048),39,RPH,RPH2_0,CRDPREV,RACE,MRC
504034,2020,2020,VT,Vermont,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-72.51764079099962 43.62538123900049),50,RPH,RPH2_0,CRDPREV,RACE,BLK
504049,2020,2020,IA,Iowa,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,84.0,84.0,,,79.6,87.7,Race/Ethnicity,"Black, non-Hispanic",,POINT (-93.81649055599968 42.46940091300047),19,RPH,RPH2_0,CRDPREV,RACE,BLK
504054,2014,2014,NY,New York,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,90.5,90.5,,,86.8,93.2,Race/Ethnicity,Hispanic,,POINT (-75.54397042699964 42.82700103200045),36,RPH,RPH2_0,CRDPREV,RACE,HIS
504059,2018,2018,IN,Indiana,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,88.9,88.9,&,"Less than 60 respondents, interpret with caution",77.4,94.9,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-86.14996019399968 39.766910452000445),18,RPH,RPH2_0,CRDPREV,RACE,MRC
504069,2013,2013,NE,Nebraska,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,91.6,91.6,,,90.0,93.1,Overall,Overall,,POINT (-99.36572062299967 41.6410409880005),31,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504071,2015,2015,OR,Oregon,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,91.2,91.2,,,88.9,93.0,Overall,Overall,,POINT (-120.15503132599969 44.56744942400047),41,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504076,2014,2014,WV,West Virginia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,POINT (-80.71264013499967 38.66551020200046),54,RPH,RPH2_0,CRDPREV,RACE,API
504079,2013,2013,AL,Alabama,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-86.63186076199969 32.84057112200048),1,RPH,RPH3_0,CRDPREV,OVERALL,OVR
504095,2013,2013,DE,Delaware,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,94.6,94.6,&,"Less than 60 respondents, interpret with caution",83.7,98.3,Race/Ethnicity,Asian or Pacific Islander,,POINT (-75.57774116799965 39.008830667000495),10,RPH,RPH2_0,CRDPREV,RACE,API
504097,2013,2013,CA,California,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-120.99999953799971 37.63864012300047),6,RPH,RPH3_0,CRDPREV,OVERALL,OVR
504098,2020,2020,AR,Arkansas,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,82.0,82.0,,,64.8,91.9,Race/Ethnicity,Hispanic,,POINT (-92.27449074299966 34.74865012400045),5,RPH,RPH2_0,CRDPREV,RACE,HIS
504103,2013,2013,HI,Hawaii,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,88.2,88.2,,,85.7,90.2,Overall,Overall,,POINT (-157.85774940299973 21.304850435000446),15,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504109,2018,2018,NM,New Mexico,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-106.24058098499967 34.52088095200048),35,RPH,RPH2_0,CRDPREV,RACE,OTH
504110,2012,2012,IA,Iowa,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-93.81649055599968 42.46940091300047),19,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504115,2017,2017,MD,Maryland,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,90.2,90.2,,,87.8,92.1,Overall,Overall,,POINT (-76.60926011099963 39.29058096400047),24,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504119,2019,2019,WI,Wisconsin,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.1,92.1,,,87.7,95.0,Race/Ethnicity,"White, non-Hispanic",,POINT (-89.81637074199966 44.39319117400049),55,RPH,RPH2_0,CRDPREV,RACE,WHT
504120,2013,2013,CA,California,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-120.99999953799971 37.63864012300047),6,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504124,2013,2013,AZ,Arizona,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-111.76381127699972 34.865970280000454),4,RPH,RPH3_0,CRDPREV,OVERALL,OVR
504128,2018,2018,AR,Arkansas,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,39.5,39.5,,,24.8,56.4,Race/Ethnicity,Hispanic,,POINT (-92.27449074299966 34.74865012400045),5,RPH,RPH3_0,CRDPREV,RACE,HIS
504131,2015,2015,VT,Vermont,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,89.6,89.6,,,87.1,91.7,Race/Ethnicity,"White, non-Hispanic",,POINT (-72.51764079099962 43.62538123900049),50,RPH,RPH2_0,CRDPREV,RACE,WHT
504134,2014,2014,OK,Oklahoma,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,99.1,99.1,&,"Less than 60 respondents, interpret with caution",95.7,99.8,Race/Ethnicity,Asian or Pacific Islander,,POINT (-97.52107021399968 35.47203135600046),40,RPH,RPH2_0,CRDPREV,RACE,API
504142,2014,2014,WA,Washington,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,89.0,89.0,,,82.4,93.3,Race/Ethnicity,"Black, non-Hispanic",,POINT (-120.47001078999972 47.52227862900048),53,RPH,RPH2_0,CRDPREV,RACE,BLK
504147,2019,2019,AL,Alabama,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-86.63186076199969 32.84057112200048),1,RPH,RPH2_0,CRDPREV,RACE,OTH
504156,2019,2019,ME,Maine,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.8,92.8,,,90.1,94.8,Race/Ethnicity,"White, non-Hispanic",,POINT (-68.98503133599962 45.254228894000505),23,RPH,RPH2_0,CRDPREV,RACE,WHT
504162,2012,2012,US,United States,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,87.8,87.8,,,86.2,89.2,Race/Ethnicity,"Black, non-Hispanic",,,59,RPH,RPH2_0,CRDPREV,RACE,BLK
504180,2020,2020,SD,South Dakota,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,98.1,98.1,&,"Less than 60 respondents, interpret with caution",89.6,99.7,Race/Ethnicity,Asian or Pacific Islander,,POINT (-100.3735306369997 44.353130053000484),46,RPH,RPH2_0,CRDPREV,RACE,API
504181,2018,2018,KS,Kansas,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,90.6,90.6,&,"Less than 60 respondents, interpret with caution",69.1,97.7,Race/Ethnicity,Asian or Pacific Islander,,POINT (-98.20078122699965 38.34774030000045),20,RPH,RPH2_0,CRDPREV,RACE,API
504189,2018,2018,US,United States,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,86.7,86.7,,,85.3,87.9,Race/Ethnicity,"Black, non-Hispanic",,,59,RPH,RPH2_0,CRDPREV,RACE,BLK
504190,2020,2020,WV,West Virginia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-80.71264013499967 38.66551020200046),54,RPH,RPH2_0,CRDPREV,RACE,OTH
504191,2018,2018,PA,Pennsylvania,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,81.9,81.9,,,72.0,88.9,Race/Ethnicity,"Black, non-Hispanic",,POINT (-77.86070029399963 40.79373015200048),42,RPH,RPH2_0,CRDPREV,RACE,BLK
504200,2019,2019,FL,Florida,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-81.92896053899966 28.932040377000476),12,RPH,RPH2_0,CRDPREV,RACE,OTH
504201,2014,2014,NE,Nebraska,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.4,92.4,,,90.6,93.9,Overall,Overall,,POINT (-99.36572062299967 41.6410409880005),31,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504202,2020,2020,KS,Kansas,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.2,92.2,&,"Less than 60 respondents, interpret with caution",75.0,97.9,Race/Ethnicity,Asian or Pacific Islander,,POINT (-98.20078122699965 38.34774030000045),20,RPH,RPH2_0,CRDPREV,RACE,API
504211,2020,2020,VA,Virginia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,87.1,87.1,,,83.2,90.2,Overall,Overall,,POINT (-78.45789046299967 37.54268067400045),51,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504222,2012,2012,TX,Texas,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-99.42677020599967 31.827240407000488),48,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504223,2016,2016,AR,Arkansas,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,84.7,84.7,,,74.1,91.5,Race/Ethnicity,"Black, non-Hispanic",,POINT (-92.27449074299966 34.74865012400045),5,RPH,RPH2_0,CRDPREV,RACE,BLK
504227,2013,2013,ID,Idaho,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-114.3637300419997 43.682630005000476),16,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504231,2019,2019,DC,District of Columbia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,89.8,89.8,,,80.4,95.0,Race/Ethnicity,Hispanic,,POINT (-77.036871 38.907192),11,RPH,RPH2_0,CRDPREV,RACE,HIS
504237,2012,2012,MD,Maryland,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-76.60926011099963 39.29058096400047),24,RPH,RPH2_0,CRDPREV,RACE,OTH
504246,2018,2018,MT,Montana,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-109.42442064499971 47.06652897200047),30,RPH,RPH2_0,CRDPREV,RACE,OTH
504249,2015,2015,DE,Delaware,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,88.8,88.8,,,83.6,92.5,Race/Ethnicity,"Black, non-Hispanic",,POINT (-75.57774116799965 39.008830667000495),10,RPH,RPH2_0,CRDPREV,RACE,BLK
504250,2012,2012,AK,Alaska,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,81.1,81.1,,,76.3,85.1,Race/Ethnicity,American Indian or Alaska Native,,POINT (-147.72205903599973 64.84507995700051),2,RPH,RPH2_0,CRDPREV,RACE,AIAN
504261,2018,2018,WY,Wyoming,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,76.8,76.8,,,67.0,84.4,Race/Ethnicity,American Indian or Alaska Native,,POINT (-108.10983035299967 43.23554134300048),56,RPH,RPH2_0,CRDPREV,RACE,AIAN
504264,2014,2014,NE,Nebraska,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,89.3,89.3,,,84.9,92.5,Race/Ethnicity,Asian or Pacific Islander,,POINT (-99.36572062299967 41.6410409880005),31,RPH,RPH2_0,CRDPREV,RACE,API
504265,2017,2017,AL,Alabama,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,22.8,22.8,,,14.8,33.5,Race/Ethnicity,Hispanic,,POINT (-86.63186076199969 32.84057112200048),1,RPH,RPH3_0,CRDPREV,RACE,HIS
504282,2018,2018,AL,Alabama,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-86.63186076199969 32.84057112200048),1,RPH,RPH3_0,CRDPREV,RACE,MRC
504287,2013,2013,VI,Virgin Islands,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-64.896335 18.335765),78,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504295,2018,2018,IA,Iowa,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,89.6,89.6,,,85.3,92.8,Race/Ethnicity,"Black, non-Hispanic",,POINT (-93.81649055599968 42.46940091300047),19,RPH,RPH2_0,CRDPREV,RACE,BLK
504298,2014,2014,GA,Georgia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-83.62758034599966 32.83968109300048),13,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504303,2020,2020,CO,Colorado,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,29.5,29.5,,,23.5,36.2,Race/Ethnicity,Hispanic,,POINT (-106.13361092099967 38.843840757000464),8,RPH,RPH3_0,CRDPREV,RACE,HIS
504314,2018,2018,IL,Illinois,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-88.99771017799969 40.48501028300046),17,RPH,RPH2_0,CRDPREV,RACE,AIAN
504318,2020,2020,HI,Hawaii,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.4,92.4,,,86.3,96.0,Race/Ethnicity,Hispanic,,POINT (-157.85774940299973 21.304850435000446),15,RPH,RPH2_0,CRDPREV,RACE,HIS
504322,2015,2015,LA,Louisiana,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,71.1,71.1,,,58.7,81.1,Race/Ethnicity,Hispanic,,POINT (-92.44568007099969 31.31266064400046),22,RPH,RPH2_0,CRDPREV,RACE,HIS
504324,2012,2012,CO,Colorado,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,40.2,40.2,,,36.4,44.0,Overall,Overall,,POINT (-106.13361092099967 38.843840757000464),8,RPH,RPH3_0,CRDPREV,OVERALL,OVR
504326,2012,2012,OK,Oklahoma,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,78.3,78.3,,,62.1,88.8,Race/Ethnicity,"Black, non-Hispanic",,POINT (-97.52107021399968 35.47203135600046),40,RPH,RPH2_0,CRDPREV,RACE,BLK
504331,2015,2015,WY,Wyoming,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,89.8,89.8,,,86.5,92.4,Overall,Overall,,POINT (-108.10983035299967 43.23554134300048),56,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504332,2017,2017,IL,Illinois,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-88.99771017799969 40.48501028300046),17,RPH,RPH2_0,CRDPREV,RACE,OTH
504335,2013,2013,GA,Georgia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,93.0,93.0,,,86.9,96.4,Race/Ethnicity,"Black, non-Hispanic",,POINT (-83.62758034599966 32.83968109300048),13,RPH,RPH2_0,CRDPREV,RACE,BLK
504343,2013,2013,US,United States,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,88.3,88.3,,,84.2,91.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,59,RPH,RPH2_0,CRDPREV,RACE,MRC
504344,2017,2017,KS,Kansas,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.7,92.7,&,"Less than 60 respondents, interpret with caution",75.2,98.2,Race/Ethnicity,Asian or Pacific Islander,,POINT (-98.20078122699965 38.34774030000045),20,RPH,RPH2_0,CRDPREV,RACE,API
504349,2017,2017,VT,Vermont,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,93.7,93.7,,,91.4,95.4,Overall,Overall,,POINT (-72.51764079099962 43.62538123900049),50,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504350,2016,2016,HI,Hawaii,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,POINT (-157.85774940299973 21.304850435000446),15,RPH,RPH2_0,CRDPREV,RACE,OTH
504362,2016,2016,GU,Guam,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (144.793731 13.444304),66,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504371,2019,2019,OR,Oregon,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,88.1,88.1,,,85.3,90.4,Race/Ethnicity,Hispanic,,POINT (-120.15503132599969 44.56744942400047),41,RPH,RPH2_0,CRDPREV,RACE,HIS
504377,2015,2015,VT,Vermont,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-72.51764079099962 43.62538123900049),50,RPH,RPH2_0,CRDPREV,RACE,BLK
504378,2012,2012,GA,Georgia,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,92.8,92.8,,,90.5,94.5,Overall,Overall,,POINT (-83.62758034599966 32.83968109300048),13,RPH,RPH2_0,CRDPREV,OVERALL,OVR
504380,2018,2018,UT,Utah,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-111.58713063499971 39.360700171000474),49,RPH,RPH2_0,CRDPREV,RACE,AIAN
504399,2013,2013,IA,Iowa,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,POINT (-93.81649055599968 42.46940091300047),19,RPH,RPH2_0,CRDPREV,RACE,MRC
504403,2018,2018,ID,Idaho,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,POINT (-114.3637300419997 43.682630005000476),16,RPH,RPH2_0,CRDPREV,OVERALL,OVR
